TiP	tissue	pex_interactor
SNCA	basal ganglia	SOD1
SOAT1	salivary gland	IDH2, LDHA, TKT, ARF1
SOAT1	adrenal gland	IDH2, LDHA, TKT, ARF1
SPTBN1	amygdala	CRAT
SPTBN1	adipose tissue	CRAT
SPTBN1	basal ganglia	CRAT
SRP19	thyroid gland	SOD1
SRP19	bone marrow	SOD1
SRP19	tonsil	SOD1
SRP19	pituitary gland	SOD1
SRP19	pancreas	SOD1
SRP19	liver	SOD1
SRPK1	testis	PEX19
SRPK1	bone marrow	PEX19
SRPK2	amygdala	LDHA
SRPK2	testis	LDHA
SRPK2	cerebral cortex	LDHA
SRPK2	cerebellum	LDHA
SRPK2	spinal cord	LDHA
SRPK2	midbrain	LDHA
SRPK2	hippocampal formation	LDHA
SRPK2	hypothalamus	LDHA
SRPK2	basal ganglia	LDHA
SRPK2	thymus	LDHA
SSB	bone marrow	DNM1L, SOD1
SSB	adipose tissue	DNM1L, SOD1
SSB	choroid plexus	DNM1L, SOD1
STAT3	liver	ECH1, IMPDH2
STK4	bone marrow	SOD2, PRDX1
STK4	tonsil	SOD2, PRDX1
STK4	appendix	SOD2, PRDX1
STK4	spleen	SOD2, PRDX1
STK4	lymph node	SOD2, PRDX1
STK4	thymus	SOD2, PRDX1
STK4	lung	SOD2, PRDX1
STX1A	amygdala	VIM
STX1A	cerebral cortex	VIM
STX1A	cerebellum	VIM
STX1A	hippocampal formation	VIM
STX1A	pituitary gland	VIM
STX1A	hypothalamus	VIM
STX1A	basal ganglia	VIM
SUOX	epididymis	PEX19, POMC
SUOX	liver	PEX19, POMC
SUOX	skeletal muscle	PEX19, POMC
SUOX	adrenal gland	PEX19, POMC
SUOX	kidney	PEX19, POMC
SUOX	parathyroid gland	PEX19, POMC
VAMP1	cerebral cortex	TMEM35A, CYB5R3
VAMP1	spinal cord	TMEM35A, CYB5R3
VAMP1	midbrain	TMEM35A, CYB5R3
VAMP1	hypothalamus	TMEM35A, CYB5R3
SYN1	amygdala	VIM
SYN1	retina	VIM
SYN1	cerebral cortex	VIM
SYN1	cerebellum	VIM
SYN1	midbrain	VIM
SYN1	hippocampal formation	VIM
SYN1	pituitary gland	VIM
SYN1	hypothalamus	VIM
SYN1	basal ganglia	VIM
TBCA	epididymis	SOD1
TBCA	liver	SOD1
TBCA	adrenal gland	SOD1
TCEA2	amygdala	DHRS2, VIM
TCEA2	testis	DHRS2, VIM
TCEA2	cerebral cortex	DHRS2, VIM
TCEA2	cerebellum	DHRS2, VIM
TCEA2	hippocampal formation	DHRS2, VIM
TCEA2	hypothalamus	DHRS2, VIM
TCEA2	basal ganglia	DHRS2, VIM
ELOA	pancreas	TRIM37
ELOA	liver	TRIM37
ELOA	skeletal muscle	TRIM37
TCF4	cervix	MARF1, SZT2
TCF4	placenta	MARF1, SZT2
TCF3	testis	VIM
TCF3	thymus	VIM
GCFC2	skeletal muscle	VIM
TCOF1	choroid plexus	VIM
PRDX2	bone marrow	DNM1L, SOD1
PRDX2	tongue	DNM1L, SOD1
PRDX2	heart muscle	DNM1L, SOD1
PRDX2	skeletal muscle	DNM1L, SOD1
PRDX2	adrenal gland	DNM1L, SOD1
TERF2	cerebral cortex	SOD1
TERF2	cerebellum	SOD1
TERF2	tonsil	SOD1
TERF2	lymph node	SOD1
TERF2	skeletal muscle	SOD1
TFAP2A	skin	LDHA, RHOA
TFCP2	retina	OXCT1, ACAA1
TFCP2	tonsil	OXCT1, ACAA1
TFCP2	skeletal muscle	OXCT1, ACAA1
TFCP2	thymus	OXCT1, ACAA1
TFCP2	parathyroid gland	OXCT1, ACAA1
TFRC	bone marrow	MFF
TFRC	tongue	MFF
TFRC	ovary	MFF
TFRC	colon	MFF
TFRC	skeletal muscle	MFF
TFRC	urinary bladder	MFF
TFRC	lung	MFF
TFRC	placenta	MFF
TGFBR2	adipose tissue	IDH1, MAVS
TGM2	cervix	DNM1L
TGM2	heart muscle	DNM1L
TGM2	fallopian tube	DNM1L
TGM2	liver	DNM1L
TGM2	endometrium	DNM1L
TGM2	lung	DNM1L
TGM2	placenta	DNM1L
THBD	adipose tissue	TMEM35A
THBD	lung	TMEM35A
TIAM1	amygdala	RHOA, HSD17B4
TIAM1	cerebellum	RHOA, HSD17B4
TIAM1	hippocampal formation	RHOA, HSD17B4
TIAM1	esophagus	RHOA, HSD17B4
TIAM1	basal ganglia	RHOA, HSD17B4
TIMP1	gallbladder	ECH1
TIMP1	appendix	ECH1
TIMP1	urinary bladder	ECH1
TIMP1	lung	ECH1
TLE1	liver	PEX2
TLE1	skeletal muscle	PEX2
TLN1	colon	DNM1L
TLN1	endometrium	DNM1L
TMSB4X	spinal cord	ACTG1
TMSB4X	bone marrow	ACTG1
TMSB4X	spleen	ACTG1
TMSB4X	lymph node	ACTG1
CLDN5	adipose tissue	EHHADH
CLDN5	breast	EHHADH
CLDN5	choroid plexus	EHHADH
CLDN5	lung	EHHADH
TNFAIP1	heart muscle	SOD1
TNFAIP1	liver	SOD1
TNFAIP1	spleen	SOD1
TNNI3	heart muscle	PEX1
TNNI3	breast	PEX1
TNNI3	lung	PEX1
TNNT1	skeletal muscle	VIM
TP53	tonsil	MUL1, PEX26
TP53	thymus	MUL1, PEX26
TP53BP1	pituitary gland	HSPD1, VIM
TPD52	retina	SOD1
TPD52	rectum	SOD1
TPI1	tongue	DNM1L, SOD1
TPI1	heart muscle	DNM1L, SOD1
TPI1	skeletal muscle	DNM1L, SOD1
TPM1	smooth muscle	DNM1L
TPM1	tongue	DNM1L
TPM1	heart muscle	DNM1L
TPM1	colon	DNM1L
TPM1	skeletal muscle	DNM1L
TPM1	endometrium	DNM1L
TPM1	urinary bladder	DNM1L
TPM1	seminal vesicle	DNM1L
TPM2	smooth muscle	SOD1
TPM2	tongue	SOD1
TPM2	colon	SOD1
TPM2	skeletal muscle	SOD1
TPM2	endometrium	SOD1
TPM2	urinary bladder	SOD1
TPM2	seminal vesicle	SOD1
TPM3	bone marrow	DNM1L
TPM3	tongue	DNM1L
TPM3	skeletal muscle	DNM1L
TPP2	testis	EHHADH
TPP2	bone marrow	EHHADH
TPP2	skeletal muscle	EHHADH
TPR	testis	SOD1
TPR	bone marrow	SOD1
TPR	thymus	SOD1
TPR	parathyroid gland	SOD1
TPT1	tongue	PRDX1
TPT1	salivary gland	PRDX1
TPT1	pancreas	PRDX1
TPT1	skeletal muscle	PRDX1
HSP90B1	thyroid gland	SOD2, DNM1L, SOD1
HSP90B1	epididymis	SOD2, DNM1L, SOD1
HSP90B1	liver	SOD2, DNM1L, SOD1
TRAF1	tonsil	EHHADH, ECH1
TRAF1	appendix	EHHADH, ECH1
TRAF1	lymph node	EHHADH, ECH1
TRAF2	cerebellum	MAVS, ACTG1, EHHADH, CCDC33, IMPDH2
TRAF2	lymph node	MAVS, ACTG1, EHHADH, CCDC33, IMPDH2
TRAF5	tonsil	PHYH, MAVS
TRAF5	lymph node	PHYH, MAVS
TRAF6	thyroid gland	MAVS, TRIM37
TRAF6	bone marrow	MAVS, TRIM37
TRPC1	retina	CAV1
TSC1	testis	VIM
TSC1	cerebellum	VIM
TSG101	tongue	FDPS, EHHADH
TTPA	liver	PEX12
TTR	hippocampal formation	VIM
TTR	pancreas	VIM
TTR	choroid plexus	VIM
TTR	parathyroid gland	VIM
TUFT1	cervix	ABCD3, CCDC33
TUFT1	esophagus	ABCD3, CCDC33
TUFT1	skin	ABCD3, CCDC33
TUFT1	vagina	ABCD3, CCDC33
TXN	colon	DNM1L, PRDX1, VIM
TXN	esophagus	DNM1L, PRDX1, VIM
TXN	salivary gland	DNM1L, PRDX1, VIM
TXN	liver	DNM1L, PRDX1, VIM
TXN	rectum	DNM1L, PRDX1, VIM
TXN	kidney	DNM1L, PRDX1, VIM
UBB	liver	SOD1
UBC	bone marrow	IDE
UBC	tongue	IDE
UBC	esophagus	IDE
UBC	liver	IDE
UBC	skeletal muscle	IDE
UBC	choroid plexus	IDE
UBA1	skeletal muscle	DNM1L, SOD1
UBA1	choroid plexus	DNM1L, SOD1
UBE2D1	bone marrow	MUL1, TRIM37
UBE2D1	tongue	MUL1, TRIM37
UBE2D1	heart muscle	MUL1, TRIM37
UBE2D1	skeletal muscle	MUL1, TRIM37
UBE2D2	testis	MUL1, TRIM37
UBE2D2	cervix	MUL1, TRIM37
UBE2D2	fallopian tube	MUL1, TRIM37
UBE2D2	skeletal muscle	MUL1, TRIM37
UBE2D3	bone marrow	MUL1, TRIM37
UBE2E1	bone marrow	MUL1, TRIM37
UBE2E2	cerebral cortex	MUL1, LDHA, TRIM37
UBE2H	tongue	DNM1L, TRIM37
UBE2H	heart muscle	DNM1L, TRIM37
UBE2H	pancreas	DNM1L, TRIM37
UBE2H	skeletal muscle	DNM1L, TRIM37
UBE2H	choroid plexus	DNM1L, TRIM37
UBE2H	adrenal gland	DNM1L, TRIM37
UBE2I	thymus	PEX10, PAICS
UBE2N	testis	SOD1
UBE2N	lymph node	SOD1
UBE2N	skeletal muscle	SOD1
UBE3A	tongue	IDH1, MARF1
UBE3A	skeletal muscle	IDH1, MARF1
UCHL1	amygdala	SOD1
UCHL1	cerebral cortex	SOD1
UCHL1	cerebellum	SOD1
UCHL1	spinal cord	SOD1
UCHL1	midbrain	SOD1
UCHL1	hippocampal formation	SOD1
UCHL1	pituitary gland	SOD1
UCHL1	hypothalamus	SOD1
UCHL1	basal ganglia	SOD1
UCHL1	adrenal gland	SOD1
UPK1B	stomach	MFF
UPK1B	urinary bladder	MFF
NR1H2	skeletal muscle	VIM
UROD	choroid plexus	VIM
UROD	parathyroid gland	VIM
VASP	bone marrow	ACTG1
VAV1	bone marrow	RHOA
VAV1	tonsil	RHOA
VAV1	appendix	RHOA
VAV1	small intestine	RHOA
VAV1	spleen	RHOA
VAV1	lymph node	RHOA
VAV1	thymus	RHOA
VAV1	urinary bladder	RHOA
VAV2	small intestine	CAV1
VAV2	pancreas	CAV1
VAV2	liver	CAV1
VAV2	adrenal gland	CAV1
VCAM1	tonsil	HSPD1, VAPA, LDHA, GSTK1, ACAT1, VIM, CNOT1, PAICS, ARF1, HK2, PRDX1, PMVK
VCAM1	ovary	HSPD1, VAPA, LDHA, GSTK1, ACAT1, VIM, CNOT1, PAICS, ARF1, HK2, PRDX1, PMVK
VCAM1	spleen	HSPD1, VAPA, LDHA, GSTK1, ACAT1, VIM, CNOT1, PAICS, ARF1, HK2, PRDX1, PMVK
VCAM1	lymph node	HSPD1, VAPA, LDHA, GSTK1, ACAT1, VIM, CNOT1, PAICS, ARF1, HK2, PRDX1, PMVK
VCAM1	urinary bladder	HSPD1, VAPA, LDHA, GSTK1, ACAT1, VIM, CNOT1, PAICS, ARF1, HK2, PRDX1, PMVK
VCAM1	kidney	HSPD1, VAPA, LDHA, GSTK1, ACAT1, VIM, CNOT1, PAICS, ARF1, HK2, PRDX1, PMVK
VCP	tongue	DNM1L, SOD1
VCP	heart muscle	DNM1L, SOD1
VCP	liver	DNM1L, SOD1
VCP	skeletal muscle	DNM1L, SOD1
VCP	choroid plexus	DNM1L, SOD1
VCP	adrenal gland	DNM1L, SOD1
VDAC1	retina	LDHA, TKT, ARF1, HK1, IMPDH2
VDAC1	tongue	LDHA, TKT, ARF1, HK1, IMPDH2
VDAC1	heart muscle	LDHA, TKT, ARF1, HK1, IMPDH2
VDAC1	skeletal muscle	LDHA, TKT, ARF1, HK1, IMPDH2
VDAC2	tongue	PEX1
VDAC2	heart muscle	PEX1
VDAC2	esophagus	PEX1
VDAC2	skeletal muscle	PEX1
VDR	duodenum	GNPAT
VDR	small intestine	GNPAT
VDR	colon	GNPAT
VDR	rectum	GNPAT
VDR	parathyroid gland	GNPAT
EZR	choroid plexus	NHERF1, DNM1L
EZR	parathyroid gland	NHERF1, DNM1L
XRCC4	testis	VIM
XRCC4	thymus	VIM
XRCC5	thymus	DNM1L, SOD1
YWHAB	cerebral cortex	DNM1L, SOD1, VIM
YWHAE	amygdala	DNM1L
YWHAE	cerebral cortex	DNM1L
YWHAE	cerebellum	DNM1L
YWHAE	spinal cord	DNM1L
YWHAE	midbrain	DNM1L
YWHAE	hippocampal formation	DNM1L
YWHAE	tongue	DNM1L
YWHAE	hypothalamus	DNM1L
YWHAE	basal ganglia	DNM1L
YWHAE	skeletal muscle	DNM1L
YWHAG	amygdala	BAAT, SOD1
YWHAG	cerebral cortex	BAAT, SOD1
YWHAG	midbrain	BAAT, SOD1
YWHAG	hippocampal formation	BAAT, SOD1
YWHAG	tongue	BAAT, SOD1
YWHAG	hypothalamus	BAAT, SOD1
YWHAG	adipose tissue	BAAT, SOD1
YWHAG	basal ganglia	BAAT, SOD1
YWHAG	skeletal muscle	BAAT, SOD1
YWHAZ	esophagus	DNM1L, SOD1
SF1	bone marrow	SCP2
ZNF20	testis	VIM
MKRN3	retina	POMC, PEX5, PEX10, PEX26, CCDC33
RNF112	amygdala	PHYH, PEX26, SOD1
RNF112	cerebral cortex	PHYH, PEX26, SOD1
RNF112	cerebellum	PHYH, PEX26, SOD1
RNF112	hippocampal formation	PHYH, PEX26, SOD1
RNF112	hypothalamus	PHYH, PEX26, SOD1
RNF112	basal ganglia	PHYH, PEX26, SOD1
ZMYM2	thyroid gland	PAICS
ZMYM2	retina	PAICS
ZMYM2	testis	PAICS
ZMYM2	bone marrow	PAICS
PRDM2	cerebral cortex	SOD2
PRDM2	bone marrow	SOD2
PRDM2	skeletal muscle	SOD2
BAG6	skeletal muscle	FAR1
GPANK1	testis	CCDC33, PLAAT1
SEM1	liver	SOD1
SEM1	skeletal muscle	SOD1
ARHGEF5	esophagus	RHOA
ARHGEF5	skin	RHOA
MLF2	cerebral cortex	CRAT
MLF2	liver	CRAT
MLF2	basal ganglia	CRAT
MLF2	choroid plexus	CRAT
FXR1	testis	ECH1, VIM, ACTG1, PAICS, IMPDH2
FXR1	tongue	ECH1, VIM, ACTG1, PAICS, IMPDH2
FXR1	heart muscle	ECH1, VIM, ACTG1, PAICS, IMPDH2
FXR1	skeletal muscle	ECH1, VIM, ACTG1, PAICS, IMPDH2
SYMPK	testis	SOD1
SYMPK	lymph node	SOD1
SYMPK	skeletal muscle	SOD1
USP11	amygdala	DECR2
USP11	cerebral cortex	DECR2
USP11	cerebellum	DECR2
USP11	pituitary gland	DECR2
USP11	hypothalamus	DECR2
USP11	basal ganglia	DECR2
KDM5C	skeletal muscle	PEX14
KDM5D	small intestine	PEX14
AXIN1	bone marrow	TRIM37
AXIN1	skin	TRIM37
AXIN1	skeletal muscle	TRIM37
CDC7	retina	GRHPR, TRIM37
CDC7	testis	GRHPR, TRIM37
CDC7	cerebellum	GRHPR, TRIM37
CDC7	bone marrow	GRHPR, TRIM37
CDC7	tonsil	GRHPR, TRIM37
CDC7	spleen	GRHPR, TRIM37
CDC7	lymph node	GRHPR, TRIM37
CDC7	thymus	GRHPR, TRIM37
H2BC9	bone marrow	CRAT, ACSL4, AKAP11
H2BC9	thymus	CRAT, ACSL4, AKAP11
H2BC21	retina	ATAD1, TMEM135, AKAP11
H2BC21	heart muscle	ATAD1, TMEM135, AKAP11
H2BC21	prostate	ATAD1, TMEM135, AKAP11
H2BC21	skin	ATAD1, TMEM135, AKAP11
H2BC21	vagina	ATAD1, TMEM135, AKAP11
H3C4	bone marrow	PEX1
H3C10	bone marrow	PEX1
H3C10	spleen	PEX1
MAD1L1	basal ganglia	VIM
PLA2G6	testis	CCDC33
STX7	tonsil	MFF
STX7	lymph node	MFF
CUL3	testis	PDIA6
CUL3	tongue	PDIA6
CUL3	tonsil	PDIA6
CUL3	skeletal muscle	PDIA6
KLF11	pancreas	FAR1, VIM
SMARCA5	testis	SOD2
SMARCA5	bone marrow	SOD2
PPFIBP2	parathyroid gland	VIM
PIK3R3	testis	CCDC33
COPS3	testis	PHYH, PEX1, PEX26
COPS3	bone marrow	PHYH, PEX1, PEX26
COPS3	tongue	PHYH, PEX1, PEX26
COPS3	heart muscle	PHYH, PEX1, PEX26
COPS3	skeletal muscle	PHYH, PEX1, PEX26
API5	thymus	SOD1
BLZF1	testis	CCDC33, RAB2A
BHLHE40	esophagus	EHHADH, VIM
BHLHE40	skeletal muscle	EHHADH, VIM
BHLHE40	vagina	EHHADH, VIM
PIAS1	bone marrow	PHYH, PEX1, PEX7
PIAS1	thymus	PHYH, PEX1, PEX7
TCAP	midbrain	VIM
TCAP	skeletal muscle	VIM
PRKRA	tongue	EHHADH
PRKRA	skeletal muscle	EHHADH
RUVBL1	testis	DNM1L, SOD1
RUVBL1	fallopian tube	DNM1L, SOD1
SSNA1	testis	EHHADH
EIF3A	bone marrow	DNM1L, SOD1
EIF3A	pancreas	DNM1L, SOD1
EIF3A	skeletal muscle	DNM1L, SOD1
EIF3B	skeletal muscle	DNM1L
EIF3D	tonsil	DNM1L, SOD1
EIF3D	pancreas	DNM1L, SOD1
EIF3H	bone marrow	SOD1
EIF3H	tonsil	SOD1
EIF3H	ovary	SOD1
EIF3I	skeletal muscle	SOD1
VAMP4	cerebral cortex	MFF, CYB5R3
VAMP4	cerebellum	MFF, CYB5R3
VAMP4	pituitary gland	MFF, CYB5R3
STX11	lung	CCDC33
PEA15	amygdala	ABCD4
PEA15	retina	ABCD4
PEA15	cerebral cortex	ABCD4
PEA15	spinal cord	ABCD4
PEA15	midbrain	ABCD4
PEA15	hippocampal formation	ABCD4
PEA15	hypothalamus	ABCD4
PEA15	basal ganglia	ABCD4
CDC23	placenta	PHYH, CCDC33
PABPC4	tongue	SOD1
PABPC4	heart muscle	SOD1
PABPC4	stomach	SOD1
PABPC4	pancreas	SOD1
PABPC4	skeletal muscle	SOD1
BANF1	tongue	SOD1
BANF1	heart muscle	SOD1
BANF1	fallopian tube	SOD1
BANF1	skeletal muscle	SOD1
DCAF5	testis	VAPA
DCAF5	tongue	VAPA
SYNGAP1	cerebral cortex	VIM
SYNGAP1	cerebellum	VIM
SYNGAP1	hippocampal formation	VIM
SYNGAP1	ovary	VIM
SYNGAP1	pituitary gland	VIM
SYNGAP1	basal ganglia	VIM
TMEM11	bone marrow	PEX12
TMEM11	tongue	PEX12
TMEM11	pancreas	PEX12
TMEM11	skeletal muscle	PEX12
TSC22D1	cerebral cortex	VIM
STK19	pancreas	VIM
FUBP1	bone marrow	SOD1, VIM
AP1G2	cerebellum	PEX1
AP1G2	pituitary gland	PEX1
AP1M1	testis	CCDC33
AP3D1	pituitary gland	SOD1
AP3D1	pancreas	SOD1
AP3D1	skeletal muscle	SOD1
BTRC	retina	PRDX1
BTRC	cerebral cortex	PRDX1
BTRC	basal ganglia	PRDX1
H1-10	bone marrow	SOD1
HAP1	hypothalamus	VIM
RHBDL1	amygdala	MFF
RHBDL1	cerebral cortex	MFF
RHBDL1	cerebellum	MFF
RHBDL1	hippocampal formation	MFF
RHBDL1	hypothalamus	MFF
RHBDL1	basal ganglia	MFF
UBE2M	amygdala	SOD1
UBE2M	cerebral cortex	SOD1
UBE2M	skeletal muscle	SOD1
SPAG9	cerebral cortex	ARF1
SPAG9	spinal cord	ARF1
RPL14	ovary	PEX5
PSTPIP1	bone marrow	TTC1, EHHADH
PSTPIP1	tonsil	TTC1, EHHADH
PSTPIP1	appendix	TTC1, EHHADH
PSTPIP1	small intestine	TTC1, EHHADH
PSTPIP1	spleen	TTC1, EHHADH
PSTPIP1	lymph node	TTC1, EHHADH
PSTPIP1	lung	TTC1, EHHADH
PRC1	testis	TRIM37
PRC1	cerebellum	TRIM37
PRC1	bone marrow	TRIM37
PRC1	tonsil	TRIM37
PRC1	esophagus	TRIM37
PRC1	thymus	TRIM37
PIAS2	retina	PAICS
PIAS2	testis	PAICS
PIAS2	cerebellum	PAICS
PIAS2	skeletal muscle	PAICS
PIAS2	parathyroid gland	PAICS
CLDN10	amygdala	PEX12
CLDN10	salivary gland	PEX12
CLDN10	pancreas	PEX12
CLDN10	kidney	PEX12
USP2	retina	SOD1
USP2	testis	SOD1
USP2	tongue	SOD1
USP2	heart muscle	SOD1
USP2	skeletal muscle	SOD1
USP2	kidney	SOD1
PDLIM1	skeletal muscle	VIM
ARHGEF1	bone marrow	RHOA
ARHGEF1	small intestine	RHOA
ARHGEF1	spleen	RHOA
ARHGEF1	lymph node	RHOA
ARHGEF1	thymus	RHOA
CBFA2T2	retina	PEX14
CBFA2T2	prostate	PEX14
SYNGR3	cerebral cortex	EHHADH
SYNGR3	hypothalamus	EHHADH
SYNGR1	cerebral cortex	EHHADH
SYNGR1	choroid plexus	EHHADH
EBAG9	thyroid gland	VAPB, VAPA, PEX16, ACSL5
EBAG9	epididymis	VAPB, VAPA, PEX16, ACSL5
EBAG9	tongue	VAPB, VAPA, PEX16, ACSL5
EBAG9	salivary gland	VAPB, VAPA, PEX16, ACSL5
EBAG9	liver	VAPB, VAPA, PEX16, ACSL5
EBAG9	skeletal muscle	VAPB, VAPA, PEX16, ACSL5
AP4M1	testis	ARF1
ARHGEF2	spinal cord	RHOA
ARHGEF2	lung	RHOA
BUB3	bone marrow	DNM1L
BUB3	tonsil	DNM1L
BUB3	lymph node	DNM1L
BUB3	thymus	DNM1L
DDX21	bone marrow	DNM1L
DDX21	adipose tissue	DNM1L
DDX21	urinary bladder	DNM1L
SLC16A7	heart muscle	VAPA, ACSL5
SLC16A7	stomach	VAPA, ACSL5
SLC16A7	pancreas	VAPA, ACSL5
SLC16A7	adipose tissue	VAPA, ACSL5
SLC16A7	kidney	VAPA, ACSL5
ZMYM6	bone marrow	SOD1
PNMA1	cerebral cortex	EHHADH, CCDC33
RPS6KA5	spinal cord	ACTG1
RPS6KA5	tongue	ACTG1
RPS6KA5	skeletal muscle	ACTG1
CYTH2	thyroid gland	ARF1
CYTH2	retina	ARF1
CYTH2	testis	ARF1
ITGB1BP1	adipose tissue	CCDC33, SOD1
ITGB1BP1	breast	CCDC33, SOD1
ITGB1BP1	basal ganglia	CCDC33, SOD1
TRIP13	testis	SCP2
TRIP13	thymus	SCP2
VAMP3	spinal cord	TMEM35A
RAB9A	bone marrow	SOD1
RAB9A	adrenal gland	SOD1
ADIPOQ	tongue	PEX12, MFF, TMEM35A
ADIPOQ	salivary gland	PEX12, MFF, TMEM35A
ADIPOQ	adipose tissue	PEX12, MFF, TMEM35A
ADIPOQ	breast	PEX12, MFF, TMEM35A
LPXN	spleen	AGXT
ARHGAP29	thyroid gland	RHOA
ARHGAP29	adipose tissue	RHOA
ARHGAP29	breast	RHOA
ARHGAP29	spleen	RHOA
ARHGAP29	kidney	RHOA
ARHGAP29	lung	RHOA
STX8	testis	PEX12, MFF
STX8	epididymis	PEX12, MFF
STX8	tongue	PEX12, MFF
STX8	skeletal muscle	PEX12, MFF
STX8	choroid plexus	PEX12, MFF
FXR2	tongue	ECH1, VIM, PAICS, TRIM37, CCDC33, IMPDH2
FXR2	heart muscle	ECH1, VIM, PAICS, TRIM37, CCDC33, IMPDH2
FXR2	skeletal muscle	ECH1, VIM, PAICS, TRIM37, CCDC33, IMPDH2
BAG4	cerebral cortex	SAMD4A, VIM
BAG4	cerebellum	SAMD4A, VIM
POLR1C	choroid plexus	CCDC33, VIM
PTGES	skin	VAPB, EHHADH
PTGES	urinary bladder	VAPB, EHHADH
PTGES	parathyroid gland	VAPB, EHHADH
PTGES	seminal vesicle	VAPB, EHHADH
PTGES	placenta	VAPB, EHHADH
SEC22B	retina	MFF
SEC22B	epididymis	MFF
SEC22B	liver	MFF
GOSR2	duodenum	TMEM35A, MFF
GOSR2	testis	TMEM35A, MFF
KIF20B	testis	VIM
KIF20B	thymus	VIM
PRDX6	tongue	DNM1L, SOD1
PRDX6	adipose tissue	DNM1L, SOD1
PRDX6	liver	DNM1L, SOD1
PRDX6	skeletal muscle	DNM1L, SOD1
PDIA4	thyroid gland	SOD1
PDIA4	epididymis	SOD1
PDIA4	liver	SOD1
EIF5B	spinal cord	PEX1
EIF5B	heart muscle	PEX1
EIF5B	skeletal muscle	PEX1
EIF5B	choroid plexus	PEX1
NUP93	thyroid gland	SOD1
NUP93	retina	SOD1
NUP93	testis	SOD1
NUP93	bone marrow	SOD1
NUP93	tonsil	SOD1
NUP93	lymph node	SOD1
NUP93	thymus	SOD1
KIAA0408	spinal cord	TRIM37, VIM
KIAA0408	skeletal muscle	TRIM37, VIM
SART3	cerebellum	PDIA6
SART3	bone marrow	PDIA6
SART3	lymph node	PDIA6
SART3	thymus	PDIA6
RIPOR2	tonsil	RHOA, MAP2K2
RIPOR2	appendix	RHOA, MAP2K2
RIPOR2	spleen	RHOA, MAP2K2
RIPOR2	lymph node	RHOA, MAP2K2
RIPOR2	endometrium	RHOA, MAP2K2
RIPOR2	thymus	RHOA, MAP2K2
STARD8	kidney	RHOA
STARD8	lung	RHOA
EIF4A3	bone marrow	DNM1L, SOD1
EIF4A3	esophagus	DNM1L, SOD1
EIF4A3	thymus	DNM1L, SOD1
EIF4A3	urinary bladder	DNM1L, SOD1
EIF4A3	adrenal gland	DNM1L, SOD1
RIMS3	amygdala	VIM
RIMS3	cerebral cortex	VIM
RIMS3	cerebellum	VIM
RIMS3	midbrain	VIM
RIMS3	hippocampal formation	VIM
RIMS3	hypothalamus	VIM
RIMS3	basal ganglia	VIM
DLGAP5	testis	TRIM37
DLGAP5	bone marrow	TRIM37
DLGAP5	tonsil	TRIM37
DLGAP5	lymph node	TRIM37
DLGAP5	thymus	TRIM37
SCRN1	retina	SOD2
SCRN1	cerebral cortex	SOD2
IP6K1	testis	VIM
IP6K1	cerebral cortex	VIM
IP6K1	cerebellum	VIM
IP6K1	hippocampal formation	VIM
IP6K1	basal ganglia	VIM
GIT2	bone marrow	ACTG1
GIT2	tonsil	ACTG1
GIT2	appendix	ACTG1
GIT2	spleen	ACTG1
GIT2	lymph node	ACTG1
GIT2	thymus	ACTG1
URB2	testis	SCP2
URB2	skeletal muscle	SCP2
KEAP1	tongue	CAT
KEAP1	skeletal muscle	CAT
ARMCX2	pituitary gland	VIM
ARMCX2	parathyroid gland	VIM
ARHGAP11A	bone marrow	RHOA
ARHGAP11A	tonsil	RHOA
ARHGAP11A	thymus	RHOA
ARHGEF11	retina	RHOA
ARHGEF11	testis	RHOA
ARHGEF11	cerebral cortex	RHOA
ARHGEF11	cerebellum	RHOA
ARHGEF11	parathyroid gland	RHOA
TRIM14	duodenum	PDIA6, VIM
TRIM14	small intestine	PDIA6, VIM
TRIM14	thymus	PDIA6, VIM
ZBTB24	retina	TRIM37
ZBTB24	bone marrow	TRIM37
ZBTB24	tonsil	TRIM37
ZBTB24	lymph node	TRIM37
ZBTB24	thymus	TRIM37
ZBTB24	parathyroid gland	TRIM37
SETDB1	testis	BAAT, VIM
OSBPL2	esophagus	VAPB, VAPA
ARNT2	amygdala	CCDC33, TRIM37
